	sub_id	agent	tau_gen	lambda_gen	interrupted	duration	n_tr	n_tr_b1	n_tr_b2	n_tr_b3	mean_tr_over_blocks	std_tr_over_blocks	n_tr_r1	n_tr_r2	n_tr_r3	n_tr_r4	n_tr_r5	n_tr_r6	n_tr_r7	n_tr_r8	n_tr_r9	n_tr_r10	n_val_actions	n_val_blocks	n_val_rounds	n_drills	p_drills	mean_drills	std_drills	n_steps	p_steps	n_drills_b1	n_drills_b2	n_drills_b3	mean_drills_b1	mean_drills_b2	mean_drills_b3	n_steps_b1	n_steps_b2	n_steps_b3	n_drills_r01	n_drills_r02	n_drills_r03	n_drills_r04	n_drills_r05	n_drills_r06	n_drills_r07	n_drills_r08	n_drills_r09	n_drills_r10	n_steps_r01	n_steps_r02	n_steps_r03	n_steps_r04	n_steps_r05	n_steps_r06	n_steps_r07	n_steps_r08	n_steps_r09	n_steps_r10	n_tr_giv_hides_0	n_tr_giv_hides_1	n_tr_giv_hides_2	n_tr_giv_hides_3	p_tr_giv_hides_0	p_tr_giv_hides_1	p_tr_giv_hides_2	p_tr_giv_hides_3	p_unv_if_drill	p_unv_if_step	p_visible_hide_giv_0.0_tr_disc	p_visible_hide_giv_1.0_tr_disc	n_tr_giv_hides_4	n_tr_giv_hides_5	p_tr_giv_hides_4	p_tr_giv_hides_5	n_tr_giv_hides_6	p_tr_giv_hides_6
626	A3_rep-1_tau-1200_lambda-300_part-9	A3	1.2	0.3	0	n/a	7.0	2.0	5.0	0.0	2.3333333333333335	2.0548046676563256	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	313	3	30	81	0.25878594249201275	0.25878594249201275	0.4379677824458478	232	0.7412140575079872	29	24	28	0.26851851851851855	0.2823529411764706	0.23333333333333334	79	61	92	6	10	6	7	14	10	10	9	7	2	19	26	21	21	22	26	24	22	28	23	3.0	0.0	3.0	1.0	0.03896103896103896	0.0	0.02608695652173913	0.1	1.5308641975308641	n/a	0.0	0.14285714285714285	n/a	n/a	n/a	n/a	n/a	n/a
627	A3_rep-1_tau-1200_lambda-500_part-0	A3	1.2	0.5	0	n/a	7.0	0.0	3.0	4.0	2.3333333333333335	1.699673171197595	2.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	312	3	30	73	0.23397435897435898	0.23397435897435898	0.4233560656432086	239	0.7660256410256411	28	23	22	0.23333333333333334	0.24468085106382978	0.22448979591836735	92	71	76	3	9	6	5	9	9	9	11	11	1	16	27	30	22	23	27	27	25	16	26	4.0	3.0	0.0	0.0	0.04395604395604396	0.024793388429752067	0.0	0.0	1.5616438356164384	n/a	0.0	0.0	0.0	n/a	0.0	n/a	n/a	n/a
628	A3_rep-1_tau-1200_lambda-500_part-1	A3	1.2	0.5	0	n/a	2.0	0.0	1.0	1.0	0.6666666666666666	0.4714045207910317	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	345	3	30	81	0.23478260869565218	0.23478260869565218	0.42386287328535444	264	0.7652173913043478	31	19	31	0.25833333333333336	0.16666666666666666	0.27927927927927926	89	95	80	9	10	7	8	7	8	6	9	14	3	27	26	29	28	29	22	30	27	22	24	0.0	0.0	1.0	1.0	0.0	0.0	0.07142857142857142	0.023255813953488372	1.654320987654321	n/a	0.0	0.0	0.0	0.0	0.0	0.0	n/a	n/a
629	A3_rep-1_tau-1200_lambda-500_part-10	A3	1.2	0.5	0	n/a	8.0	2.0	4.0	2.0	2.6666666666666665	0.9428090415820634	1.0	0.0	3.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	297	3	30	78	0.26262626262626265	0.26262626262626265	0.4400610285008478	219	0.7373737373737373	28	24	26	0.2641509433962264	0.2891566265060241	0.24074074074074073	78	59	82	7	9	2	10	12	7	11	10	8	2	18	27	13	18	24	22	20	26	28	23	3.0	2.0	0.0	2.0	0.019867549668874173	0.04878048780487805	0.0	0.037037037037037035	1.4615384615384615	n/a	0.36	0.25	1.0	0.0	0.5	0.0	n/a	n/a
630	A3_rep-1_tau-1200_lambda-500_part-2	A3	1.2	0.5	0	n/a	8.0	3.0	4.0	1.0	2.6666666666666665	1.247219128924647	1.0	0.0	0.0	2.0	1.0	2.0	0.0	1.0	1.0	0.0	322	3	30	69	0.21428571428571427	0.21428571428571427	0.4103259033241449	253	0.7857142857142857	25	18	26	0.2403846153846154	0.17647058823529413	0.22413793103448276	79	84	90	5	9	8	11	11	4	8	5	5	3	21	27	28	21	21	18	28	30	26	33	2.0	1.0	5.0	n/a	0.025974025974025976	0.011494252873563218	0.03164556962025317	n/a	1.391304347826087	n/a	0.44	0.375	n/a	n/a	n/a	n/a	n/a	n/a
631	A3_rep-1_tau-1200_lambda-500_part-3	A3	1.2	0.5	0	n/a	8.0	4.0	3.0	1.0	2.6666666666666665	1.247219128924647	2.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	326	3	30	59	0.18098159509202455	0.18098159509202455	0.38500293158620363	267	0.8190184049079755	17	23	19	0.16666666666666666	0.21296296296296297	0.16379310344827586	85	85	97	2	6	8	9	8	5	7	6	6	2	19	28	22	27	28	28	29	30	30	26	3.0	1.0	3.0	1.0	0.0375	0.008333333333333333	0.03225806451612903	0.030303030303030304	1.0847457627118644	n/a	0.16666666666666666	0.125	n/a	n/a	n/a	n/a	n/a	n/a
632	A3_rep-1_tau-1200_lambda-500_part-4	A3	1.2	0.5	0	n/a	7.0	2.0	4.0	1.0	2.3333333333333335	1.247219128924647	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	317	3	30	64	0.20189274447949526	0.20189274447949526	0.40141258600850144	253	0.7981072555205048	24	15	25	0.22429906542056074	0.15306122448979592	0.22321428571428573	83	83	87	4	7	6	8	6	6	9	8	6	4	23	29	19	22	30	30	23	23	30	24	3.0	2.0	0.0	0.0	0.04	0.02531645569620253	0.0	0.0	1.375	n/a	0.08823529411764706	0.14285714285714285	2.0	n/a	0.021739130434782608	n/a	n/a	n/a
633	A3_rep-1_tau-1200_lambda-500_part-5	A3	1.2	0.5	0	n/a	10.0	3.0	4.0	3.0	3.3333333333333335	0.4714045207910317	1.0	0.0	0.0	0.0	1.0	1.0	2.0	3.0	1.0	1.0	307	3	30	78	0.254071661237785	0.254071661237785	0.4353380895277339	229	0.745928338762215	21	28	29	0.21	0.2916666666666667	0.26126126126126126	79	68	82	9	8	16	10	10	3	5	5	10	2	16	28	20	26	22	26	22	19	25	25	1.0	1.0	4.0	1.0	0.012658227848101266	0.016666666666666666	0.034782608695652174	0.030303030303030304	1.7179487179487178	n/a	0.7719298245614035	0.6	3.0	n/a	0.15	n/a	n/a	n/a
634	A3_rep-1_tau-1200_lambda-500_part-6	A3	1.2	0.5	0	n/a	4.0	1.0	2.0	1.0	1.3333333333333333	0.4714045207910317	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	344	3	30	76	0.22093023255813954	0.22093023255813954	0.41487355290491335	268	0.7790697674418605	21	26	29	0.175	0.23636363636363636	0.2543859649122807	99	84	85	8	4	9	10	12	11	5	9	6	2	28	25	27	26	24	25	31	27	24	31	1.0	0.0	1.0	0.0	0.014705882352941176	0.0	0.018867924528301886	0.0	1.4736842105263157	n/a	0.39285714285714285	0.25	2.0	n/a	0.020618556701030927	n/a	n/a	n/a
635	A3_rep-1_tau-1200_lambda-500_part-7	A3	1.2	0.5	0	n/a	11.0	4.0	4.0	3.0	3.6666666666666665	0.4714045207910317	2.0	1.0	1.0	1.0	1.0	2.0	0.0	0.0	1.0	2.0	289	3	30	62	0.21453287197231835	0.21453287197231835	0.4104978913656283	227	0.7854671280276817	19	22	21	0.1919191919191919	0.2391304347826087	0.21428571428571427	80	70	77	2	3	6	8	11	6	6	11	6	3	16	27	24	18	25	19	30	25	27	16	5.0	1.0	1.0	4.0	0.038461538461538464	0.030303030303030304	0.030303030303030304	0.04878048780487805	1.4193548387096775	n/a	0.28	0.2727272727272727	0.0	n/a	0.0	n/a	n/a	n/a
636	A3_rep-1_tau-1200_lambda-500_part-8	A3	1.2	0.5	0	n/a	10.0	3.0	5.0	2.0	3.3333333333333335	1.247219128924647	1.0	1.0	2.0	1.0	1.0	0.0	0.0	0.0	2.0	2.0	297	3	30	51	0.1717171717171717	0.1717171717171717	0.37713443843625194	246	0.8282828282828283	16	16	19	0.1509433962264151	0.19047619047619047	0.17757009345794392	90	68	88	6	6	3	2	5	10	7	8	4	0	19	28	23	23	29	26	29	28	21	20	6.0	0.0	0.0	2.0	0.06451612903225806	0.0	0.0	0.023529411764705882	1.0784313725490196	n/a	0.06382978723404255	0.2	2.0	n/a	0.047619047619047616	n/a	n/a	n/a
637	A3_rep-1_tau-1200_lambda-500_part-9	A3	1.2	0.5	0	n/a	10.0	2.0	5.0	3.0	3.3333333333333335	1.247219128924647	1.0	2.0	1.0	1.0	0.0	2.0	0.0	1.0	1.0	1.0	329	3	30	70	0.2127659574468085	0.2127659574468085	0.4092634906738584	259	0.7872340425531915	22	19	29	0.1981981981981982	0.1792452830188679	0.25892857142857145	89	87	83	9	5	8	5	4	6	11	10	7	5	19	29	21	31	32	22	25	24	25	31	0.0	4.0	2.0	4.0	0.0	0.07017543859649122	0.01282051282051282	0.0392156862745098	1.1857142857142857	n/a	0.26582278481012656	0.3	n/a	n/a	n/a	n/a	n/a	n/a
638	A3_rep-1_tau-1200_lambda-700_part-0	A3	1.2	0.7	0	n/a	6.0	2.0	2.0	2.0	2.0	0.0	1.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	334	3	30	73	0.218562874251497	0.218562874251497	0.4132712719878086	261	0.781437125748503	22	26	25	0.2018348623853211	0.24299065420560748	0.211864406779661	87	81	93	7	12	4	3	10	7	8	9	7	6	28	24	21	25	26	29	28	27	24	29	3.0	1.0	2.0	n/a	0.0297029702970297	0.018867924528301886	0.011111111111111112	n/a	1.4794520547945205	n/a	0.0	0.0	n/a	n/a	n/a	n/a	n/a	n/a
639	A3_rep-1_tau-1200_lambda-700_part-1	A3	1.2	0.7	0	n/a	9.0	3.0	4.0	2.0	3.0	0.816496580927726	1.0	0.0	0.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	305	3	30	74	0.24262295081967214	0.24262295081967214	0.4286689335083977	231	0.7573770491803279	25	23	26	0.2358490566037736	0.25555555555555554	0.23853211009174313	81	67	83	7	9	12	7	10	6	7	3	10	3	20	27	24	18	21	21	29	22	26	23	1.0	1.0	1.0	2.0	0.015873015873015872	0.014492753623188406	0.02631578947368421	0.023529411764705882	1.2567567567567568	n/a	0.6590909090909091	0.4444444444444444	3.0	1.0	0.061224489795918366	1.0	n/a	n/a
640	A3_rep-1_tau-1200_lambda-700_part-10	A3	1.2	0.7	0	n/a	7.0	0.0	4.0	3.0	2.3333333333333335	1.699673171197595	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	2.0	297	3	30	83	0.27946127946127947	0.27946127946127947	0.4487345236809222	214	0.7205387205387206	35	24	24	0.2916666666666667	0.3037974683544304	0.24489795918367346	85	55	74	13	8	4	5	7	12	14	8	12	0	23	22	21	20	20	16	22	28	24	18	3.0	1.0	1.0	2.0	0.022727272727272728	0.034482758620689655	0.014084507042253521	0.05405405405405406	1.6746987951807228	n/a	0.2857142857142857	0.14285714285714285	0.0	n/a	0.0	n/a	n/a	n/a
641	A3_rep-1_tau-1200_lambda-700_part-2	A3	1.2	0.7	0	n/a	9.0	4.0	3.0	2.0	3.0	0.816496580927726	1.0	1.0	2.0	2.0	0.0	0.0	1.0	1.0	0.0	1.0	308	3	30	77	0.25	0.25	0.4330127018922193	231	0.75	18	30	29	0.18947368421052632	0.2803738317757009	0.27358490566037735	77	77	77	6	9	10	4	11	11	6	11	7	2	19	22	18	23	25	25	22	25	29	23	2.0	6.0	1.0	n/a	0.041666666666666664	0.0273972602739726	0.024390243902439025	n/a	1.5844155844155845	n/a	0.23404255319148937	0.2222222222222222	n/a	n/a	n/a	n/a	n/a	n/a
642	A3_rep-1_tau-1200_lambda-700_part-3	A3	1.2	0.7	0	n/a	4.0	2.0	2.0	0.0	1.3333333333333333	0.9428090415820634	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	344	3	30	74	0.21511627906976744	0.21511627906976744	0.4109029880019679	270	0.7848837209302325	26	27	21	0.22608695652173913	0.24770642201834864	0.175	89	82	99	5	9	5	8	7	8	11	9	5	7	29	27	20	28	29	28	25	27	31	26	1.0	1.0	1.0	1.0	0.009708737864077669	0.006329113924050633	0.020833333333333332	0.043478260869565216	1.4864864864864864	n/a	0.2857142857142857	0.25	0.0	n/a	0.0	n/a	n/a	n/a
643	A3_rep-1_tau-1200_lambda-700_part-4	A3	1.2	0.7	0	n/a	5.0	1.0	2.0	2.0	1.6666666666666667	0.4714045207910317	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	1.0	322	3	30	77	0.2391304347826087	0.2391304347826087	0.4265525406597518	245	0.7608695652173914	24	24	29	0.22018348623853212	0.24	0.25663716814159293	85	76	84	5	12	5	3	12	12	12	5	6	5	20	24	31	22	24	24	24	31	20	25	1.0	1.0	1.0	0.0	0.02	0.01282051282051282	0.025	0.0	1.4155844155844155	n/a	0.7058823529411765	0.4	2.0	n/a	0.05714285714285714	n/a	n/a	n/a
644	A3_rep-1_tau-1200_lambda-700_part-5	A3	1.2	0.7	0	n/a	5.0	0.0	3.0	2.0	1.6666666666666667	1.247219128924647	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	328	3	30	75	0.22865853658536586	0.22865853658536586	0.41996882054743634	253	0.7713414634146342	31	20	24	0.25833333333333336	0.19607843137254902	0.22641509433962265	89	82	82	7	5	6	7	9	10	8	8	9	6	18	28	27	20	27	20	28	28	27	30	2.0	3.0	0.0	0.0	0.023529411764705882	0.018867924528301886	0.0	0.0	1.4133333333333333	n/a	0.21739130434782608	0.2	0.0	n/a	0.0	n/a	n/a	n/a
645	A3_rep-1_tau-1200_lambda-700_part-6	A3	1.2	0.7	0	n/a	8.0	2.0	4.0	2.0	2.6666666666666665	0.9428090415820634	3.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0	1.0	320	3	30	69	0.215625	0.215625	0.41125522413095256	251	0.784375	24	22	23	0.20168067226890757	0.22448979591836735	0.22330097087378642	95	76	80	6	8	8	4	11	8	8	7	4	5	16	28	28	32	25	18	28	29	19	28	2.0	1.0	3.0	1.0	0.02631578947368421	0.023255813953488372	0.02054794520547945	0.0196078431372549	1.3623188405797102	n/a	0.1875	0.25	1.0	n/a	0.25	n/a	n/a	n/a
646	A3_rep-1_tau-1200_lambda-700_part-7	A3	1.2	0.7	0	n/a	8.0	2.0	4.0	2.0	2.6666666666666665	0.9428090415820634	2.0	0.0	2.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	280	3	30	58	0.20714285714285716	0.20714285714285716	0.4052587986429795	222	0.7928571428571428	21	20	17	0.21	0.25	0.17	79	60	83	4	9	5	6	5	8	7	4	7	3	10	27	11	22	22	18	29	32	29	22	5.0	3.0	0.0	0.0	0.05747126436781609	0.02654867256637168	0.0	0.0	1.396551724137931	n/a	0.0	0.0	n/a	n/a	n/a	n/a	n/a	n/a
647	A3_rep-1_tau-1200_lambda-700_part-8	A3	1.2	0.7	0	n/a	11.0	4.0	5.0	2.0	3.6666666666666665	1.247219128924647	3.0	0.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	0.0	296	3	30	52	0.17567567567567569	0.17567567567567569	0.38054399568456015	244	0.8243243243243243	15	15	22	0.15463917525773196	0.1724137931034483	0.19642857142857142	82	72	90	3	4	4	5	10	1	5	6	7	7	22	32	23	18	18	25	24	24	29	29	3.0	3.0	3.0	0.0	0.04477611940298507	0.043478260869565216	0.058823529411764705	0.0	1.2307692307692308	n/a	0.19298245614035087	0.2727272727272727	2.0	n/a	0.03389830508474576	n/a	n/a	n/a
648	A3_rep-1_tau-1200_lambda-700_part-9	A3	1.2	0.7	0	n/a	7.0	3.0	4.0	0.0	2.3333333333333335	1.699673171197595	1.0	2.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	309	3	30	69	0.22330097087378642	0.22330097087378642	0.41645845804907217	240	0.7766990291262136	20	19	30	0.19047619047619047	0.2261904761904762	0.25	85	65	90	6	5	9	7	11	9	12	3	6	1	20	26	16	18	25	27	21	33	30	24	5.0	0.0	2.0	0.0	0.07352941176470588	0.0	0.019417475728155338	0.0	1.5072463768115942	n/a	0.0	0.0	0.0	n/a	0.0	n/a	n/a	n/a
649	A3_rep-1_tau-1200_lambda-900_part-0	A3	1.2	0.9	0	n/a	8.0	3.0	3.0	2.0	2.6666666666666665	0.4714045207910317	1.0	0.0	0.0	2.0	0.0	1.0	1.0	2.0	1.0	0.0	315	3	30	61	0.19365079365079366	0.19365079365079366	0.3951584033893388	254	0.8063492063492064	24	17	20	0.23076923076923078	0.16666666666666666	0.1834862385321101	80	85	89	8	5	6	7	11	8	4	4	5	3	17	31	30	18	25	22	23	27	28	33	2.0	2.0	1.0	3.0	0.02631578947368421	0.01282051282051282	0.03333333333333333	0.05660377358490566	1.0819672131147542	n/a	0.0	0.0	n/a	n/a	n/a	n/a	n/a	n/a
650	A3_rep-1_tau-1200_lambda-900_part-1	A3	1.2	0.9	0	n/a	6.0	0.0	4.0	2.0	2.0	1.632993161855452	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	331	3	30	88	0.26586102719033233	0.26586102719033233	0.44179060810709153	243	0.7341389728096677	37	18	33	0.30833333333333335	0.1782178217821782	0.3	83	83	77	12	13	6	8	7	9	8	11	10	4	24	20	27	17	22	27	23	25	26	32	1.0	3.0	2.0	0.0	0.014084507042253521	0.024793388429752067	0.019230769230769232	0.0	1.6931818181818181	n/a	0.4594594594594595	0.3333333333333333	0.0	0.0	0.0	0.0	n/a	n/a
651	A3_rep-1_tau-1200_lambda-900_part-10	A3	1.2	0.9	0	n/a	4.0	0.0	3.0	1.0	1.3333333333333333	1.247219128924647	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	328	3	30	77	0.2347560975609756	0.2347560975609756	0.42384628371488325	251	0.7652439024390244	28	20	29	0.23333333333333334	0.21739130434782608	0.25	92	72	87	8	9	5	10	13	5	9	8	6	4	28	27	20	15	23	25	23	28	30	32	0.0	3.0	0.0	1.0	0.0	0.016304347826086956	0.0	0.010526315789473684	1.5714285714285714	n/a	0.0	0.0	n/a	n/a	n/a	n/a	n/a	n/a
652	A3_rep-1_tau-1200_lambda-900_part-2	A3	1.2	0.9	0	n/a	7.0	2.0	3.0	2.0	2.3333333333333335	0.4714045207910317	2.0	0.0	0.0	2.0	0.0	0.0	1.0	1.0	1.0	0.0	325	3	30	69	0.2123076923076923	0.2123076923076923	0.4089414824821206	256	0.7876923076923077	24	23	22	0.21428571428571427	0.22330097087378642	0.2	88	80	88	6	9	7	3	12	6	10	7	9	0	21	27	29	21	24	30	24	22	22	36	1.0	4.0	2.0	0.0	0.011764705882352941	0.02666666666666667	0.038461538461538464	0.0	1.608695652173913	n/a	0.023809523809523808	0.14285714285714285	n/a	n/a	n/a	n/a	n/a	n/a
653	A3_rep-1_tau-1200_lambda-900_part-3	A3	1.2	0.9	0	n/a	5.0	0.0	4.0	1.0	1.6666666666666667	1.699673171197595	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	319	3	30	65	0.20376175548589343	0.20376175548589343	0.4027938709652871	254	0.7962382445141066	29	20	16	0.24166666666666667	0.2222222222222222	0.14678899082568808	91	70	93	8	10	7	9	5	3	9	8	4	2	17	26	29	23	31	23	27	28	25	25	1.0	0.0	4.0	n/a	0.007575757575757576	0.0	0.06349206349206349	n/a	1.353846153846154	n/a	0.6428571428571429	0.4	n/a	n/a	n/a	n/a	n/a	n/a
654	A3_rep-1_tau-1200_lambda-900_part-4	A3	1.2	0.9	0	n/a	8.0	2.0	5.0	1.0	2.6666666666666665	1.699673171197595	1.0	0.0	1.0	0.0	0.0	1.0	2.0	1.0	0.0	2.0	326	3	30	69	0.2116564417177914	0.2116564417177914	0.4084825484609527	257	0.7883435582822086	19	19	31	0.1792452830188679	0.18269230769230768	0.2672413793103448	87	85	85	10	7	8	7	9	8	7	3	7	3	15	29	18	29	27	28	23	32	29	27	2.0	2.0	4.0	n/a	0.01639344262295082	0.023809523809523808	0.03333333333333333	n/a	1.5072463768115942	n/a	0.0	0.0	n/a	n/a	n/a	n/a	n/a	n/a
655	A3_rep-1_tau-1200_lambda-900_part-5	A3	1.2	0.9	0	n/a	6.0	0.0	2.0	4.0	2.0	1.632993161855452	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	2.0	318	3	30	73	0.22955974842767296	0.22955974842767296	0.42054972396792323	245	0.7704402515723271	29	23	21	0.24166666666666667	0.23469387755102042	0.21	91	75	79	12	6	3	10	8	7	8	9	7	3	24	30	22	26	21	29	24	23	29	17	1.0	0.0	0.0	5.0	0.01639344262295082	0.0	0.0	0.05263157894736842	1.5890410958904109	n/a	0.8333333333333334	0.5	n/a	n/a	n/a	n/a	n/a	n/a
656	A3_rep-1_tau-1200_lambda-900_part-6	A3	1.2	0.9	0	n/a	5.0	0.0	2.0	3.0	1.6666666666666667	1.247219128924647	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	324	3	30	72	0.2222222222222222	0.2222222222222222	0.41573970964154905	252	0.7777777777777778	24	21	27	0.2	0.20588235294117646	0.2647058823529412	96	81	75	6	7	3	13	6	8	7	11	6	5	19	29	22	16	26	28	29	25	27	31	1.0	3.0	0.0	1.0	0.034482758620689655	0.0410958904109589	0.0	0.05555555555555555	1.4722222222222223	n/a	1.0	0.6	0.0	0.0	0.0	0.0	n/a	n/a
657	A3_rep-1_tau-1200_lambda-900_part-7	A3	1.2	0.9	0	n/a	11.0	3.0	4.0	4.0	3.6666666666666665	0.4714045207910317	2.0	1.0	1.0	1.0	1.0	1.0	2.0	0.0	1.0	1.0	296	3	30	68	0.22972972972972974	0.22972972972972974	0.4206589842236049	228	0.7702702702702703	30	20	18	0.2542372881355932	0.23809523809523808	0.19148936170212766	88	64	76	8	9	5	8	6	3	10	10	4	5	17	26	20	26	21	23	22	26	27	20	1.0	5.0	2.0	1.0	0.05555555555555555	0.043478260869565216	0.05	0.023255813953488372	1.411764705882353	n/a	0.0	0.09090909090909091	2.0	n/a	0.025	n/a	n/a	n/a
658	A3_rep-1_tau-1200_lambda-900_part-8	A3	1.2	0.9	0	n/a	7.0	2.0	3.0	2.0	2.3333333333333335	0.4714045207910317	0.0	1.0	2.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	308	3	30	61	0.19805194805194806	0.19805194805194806	0.39853152187095126	247	0.801948051948052	20	18	23	0.1941747572815534	0.1978021978021978	0.20175438596491227	83	73	91	4	6	3	8	4	11	6	12	5	2	32	30	14	28	32	17	22	24	25	23	2.0	3.0	0.0	2.0	0.022727272727272728	0.030303030303030304	0.0	0.038461538461538464	1.360655737704918	n/a	0.2	0.2857142857142857	0.0	n/a	0.0	n/a	n/a	n/a
659	A3_rep-1_tau-1200_lambda-900_part-9	A3	1.2	0.9	0	n/a	6.0	1.0	2.0	3.0	2.0	0.816496580927726	2.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	320	3	30	72	0.225	0.225	0.41758232721225164	248	0.775	19	26	27	0.1743119266055046	0.2524271844660194	0.25	90	77	81	7	6	7	4	10	5	10	11	7	5	14	30	29	21	19	31	26	25	23	30	1.0	3.0	0.0	1.0	0.0625	0.024793388429752067	0.0	0.011627906976744186	1.7222222222222223	n/a	0.0	0.0	1.0	n/a	0.027777777777777776	n/a	n/a	n/a
660	A3_rep-1_tau-1300_lambda-100_part-0	A3	1.3	0.1	0	n/a	8.0	1.0	4.0	3.0	2.6666666666666665	1.247219128924647	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	2.0	307	3	30	76	0.247557003257329	0.247557003257329	0.4315930182423944	231	0.752442996742671	30	23	23	0.26548672566371684	0.23232323232323232	0.24210526315789474	83	76	72	6	13	1	12	10	7	11	8	7	1	19	23	24	24	26	19	18	28	24	26	1.0	0.0	3.0	0.0	0.023809523809523808	0.0	0.05263157894736842	0.0	1.3026315789473684	n/a	0.6285714285714286	0.5	0.0	4.0	0.0	0.043478260869565216	n/a	n/a
661	A3_rep-1_tau-1300_lambda-100_part-1	A3	1.3	0.1	0	n/a	8.0	1.0	5.0	2.0	2.6666666666666665	1.699673171197595	0.0	0.0	2.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	301	3	30	71	0.23588039867109634	0.23588039867109634	0.42454780201275455	230	0.7641196013289037	30	18	23	0.26548672566371684	0.22784810126582278	0.21100917431192662	83	61	86	7	13	4	7	9	6	9	8	3	5	29	23	15	18	23	24	24	28	26	20	2.0	5.0	0.0	0.0	0.030303030303030304	0.033783783783783786	0.0	0.0	1.3380281690140845	n/a	0.3793103448275862	0.25	1.0	n/a	0.047619047619047616	n/a	n/a	n/a
662	A3_rep-1_tau-1300_lambda-100_part-10	A3	1.3	0.1	0	n/a	6.0	2.0	4.0	0.0	2.0	1.632993161855452	2.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	317	3	30	63	0.19873817034700317	0.19873817034700317	0.39905051057996244	254	0.8012618296529969	22	19	22	0.21153846153846154	0.20430107526881722	0.18333333333333332	82	74	98	4	9	6	9	3	6	6	9	7	4	14	27	24	20	33	30	26	27	21	32	3.0	0.0	1.0	2.0	0.04225352112676056	0.0	0.007462686567164179	0.03508771929824561	1.1428571428571428	n/a	0.0	0.0	n/a	n/a	n/a	n/a	n/a	n/a
663	A3_rep-1_tau-1300_lambda-100_part-2	A3	1.3	0.1	0	n/a	5.0	1.0	3.0	1.0	1.6666666666666667	0.9428090415820634	2.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	310	3	30	74	0.23870967741935484	0.23870967741935484	0.4262949299788849	236	0.7612903225806451	26	22	26	0.23423423423423423	0.24444444444444444	0.23853211009174313	85	68	83	5	9	4	7	7	9	13	9	6	5	11	27	23	19	29	27	23	27	30	20	2.0	0.0	2.0	1.0	0.09523809523809523	0.0	0.017699115044247787	0.014285714285714285	1.2702702702702702	n/a	0.0	0.0	0.0	n/a	0.0	n/a	n/a	n/a
664	A3_rep-1_tau-1300_lambda-100_part-3	A3	1.3	0.1	0	n/a	5.0	3.0	1.0	1.0	1.6666666666666667	0.9428090415820634	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	326	3	30	72	0.22085889570552147	0.22085889570552147	0.4148255583896188	254	0.7791411042944786	23	21	28	0.2169811320754717	0.1926605504587156	0.25225225225225223	83	88	83	8	10	9	6	8	10	6	9	3	3	20	26	27	19	28	26	25	27	24	32	2.0	2.0	0.0	0.0	0.017241379310344827	0.024691358024691357	0.0	0.0	1.2361111111111112	n/a	0.0	0.0	1.0	n/a	0.020833333333333332	n/a	n/a	n/a
665	A3_rep-1_tau-1300_lambda-100_part-4	A3	1.3	0.1	0	n/a	6.0	4.0	1.0	1.0	2.0	1.4142135623730951	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	334	3	30	88	0.2634730538922156	0.2634730538922156	0.4405167462934017	246	0.7365269461077845	32	25	31	0.3076923076923077	0.22522522522522523	0.2605042016806723	72	86	88	6	9	11	10	10	15	15	7	4	1	24	27	16	26	26	21	19	29	25	33	2.0	0.0	3.0	0.0	0.0273972602739726	0.0	0.03125	0.0	1.4090909090909092	n/a	0.725	0.5	1.0	n/a	0.01694915254237288	n/a	n/a	n/a
